Links,Claims,Date,
https://www.boomlive.in/fake-news/2018-video-of-pro-khalistan-rally-in-us-falsely-linked-to-farmers-stir-10999,Screenshot shows Donald Trump by mistake tweeted condolences for singer Maradona instead of Diego Maradona,5 Dec 2020 6:16 PM GMT,5-Dec-20
https://www.boomlive.in/fake-news/photos-from-anti-caa-protests-falsely-linked-to-farmers-delhi-chalo-march-10996,Image shows explosion in West Bengal,5 Dec 2020 12:08 PM GMT,5-Dec-20
https://www.boomlive.in/fake-news/2013-photo-of-pro-khalistan-banners-linked-to-farmers-protest-10989,Sambit Patras daughter eloped with a Muslim man,5 Dec 2020 7:34 AM GMT,5-Dec-20
https://www.boomlive.in/fake-news/farmers-stir-photo-of-actress-sonia-mann-shared-with-a-fake-backstory-10985,Photo shows Joe Biden knelt down to apologize to George Floyds daughter over the killing of her father,4 Dec 2020 3:14 PM GMT,4-Dec-20
https://www.boomlive.in/fake-news/congress-uses-photo-from-bangladesh-to-attack-bjp-on-economic-crisis-10983,"10 hours jail for people without mask in Delhi and soon to be followed in Mumbai, Bangalore, Hyderabad",4 Dec 2020 1:09 PM GMT,4-Dec-20
https://www.boomlive.in/fake-news/2019-video-of-mahashay-dharampal-gulati-shared-as-his-final-moments-10982,"News graphic shows Home Ministry has decided to keep schools and colleges shut till December 31, 2020",4 Dec 2020 12:53 PM GMT,4-Dec-20
https://www.boomlive.in/fake-news/doctored-photo-shared-with-fake-claim-of-a-muslim-disguised-as-a-sikh-10981,Video shows Prime Minister Narendra Modi doing yoga,4 Dec 2020 10:44 AM GMT,4-Dec-20
https://www.boomlive.in/fake-news/old-photo-passed-off-as-justin-trudeau-sitting-in-an-anti-farm-laws-protest-10980,Video showing suicide bomber in a Volkswagen advertisement,4 Dec 2020 10:08 AM GMT,4-Dec-20
https://www.boomlive.in/fake-news/video-of-fight-between-two-ahmednagar-families-viral-police-deny-communal-angle-10972,A sickening view of Adanis  disastrous coal pollution during the transportation of coal in Goa,3 Dec 2020 1:30 PM GMT,3-Dec-20
https://www.boomlive.in/fake-news/2017-image-of-jat-stir-in-haryana-peddled-as-farmers-protest-in-delhi-10963,"After Rajasthan banned firecrackers in the state, Rajputs celebrated Diwali by firing their guns.",3 Dec 2020 10:53 AM GMT,3-Dec-20
https://www.boomlive.in/health/health-secretary-contradicts-pm-modis-remarks-on-vaccine-for-all-citizens-10958,BJP tweeted that they have formed an alliance with AIMIM for the West Bengal Elections,3 Dec 2020 9:28 AM GMT,3-Dec-20
https://www.boomlive.in/fake-news/2018-photo-falsely-shared-as-banner-at-farmers-protest-10956,Rajasthan Chief Minister Ashok Gehlot Celebrating Diwali 2020,2 Dec 2020 4:08 PM GMT,2-Dec-20
https://www.boomlive.in/fake-news/no-kamala-harris-did-not-tweet-her-support-for-the-farmers-protests-10951,Video shows Indian Navy celebrating Diwali 2020,2 Dec 2020 1:06 PM GMT,2-Dec-20
https://www.boomlive.in/fake-news/retired-army-officer-falsely-identified-as-injured-protester-at-farmers-march-10949,Indian army carries out air strikes in Pakistan Occupied Kashmir destroying several terrorist camps,2 Dec 2020 12:28 PM GMT,2-Dec-20
https://www.boomlive.in/fake-news/farmers-protest-2018-video-of-nihang-sikhs-rally-viral-as-recent-10943,Video showing vedic chants recited at White House on first working  day of US President Joe Biden,2 Dec 2020 3:32 AM GMT,2-Dec-20
https://www.boomlive.in/fake-news/2018-pic-from-farmers-march-in-maharashtra-viral-as-recent-10936,"Post claims that Mamata Banerjee, Naveen Patnaik, Amit Shah, Nitish Kumar and other ministers are discussing about Bengal elections over breakfast.",1 Dec 2020 12:27 PM GMT,1-Dec-20
https://www.boomlive.in/fake-news/2016-photo-of-asad-owaisi-and-smriti-irani-revived-ahead-of-ghmc-polls-10934,Video shows kid dancing to Dama Dam Mast Qalandar,1 Dec 2020 10:05 AM GMT,1-Dec-20
https://www.boomlive.in/fake-news/i-am-right-here-if-they-want-to-see-my-injuries-lathi-charged-farmer-10933,Video shows Yogi Adityanath is burning crackers on Diwali whereas a girls father had been arrested for selling it.,1 Dec 2020 8:16 AM GMT,1-Dec-20
https://www.boomlive.in/fake-news/farmers-protest-old-picture-of-woman-wielding-lathi-at-cops-revived-10929,Video shows Election officer claiming election rigging during Bihar elections,30 Nov 2020 3:45 PM GMT,30-Nov-20
https://www.boomlive.in/fake-news/how-a-muslim-mans-photo-was-used-to-discredit-the-farmers-protest-10926,"Photo shows coffins of 28 Indian soldiers killed by Pakistan At the LoC in Kashmir on November 13, 2020",30 Nov 2020 1:54 PM GMT,30-Nov-20
https://www.boomlive.in/fake-news/no-this-is-not-hathras-bhabhi-at-the-farmers-protest-10920,Video claims woman burnt alive in Uttar Pradesh,30 Nov 2020 12:46 PM GMT,30-Nov-20
https://www.boomlive.in/fake-news/2019-photo-of-protest-against-article-370-linked-to-farmers-march-10908,Video of saffron flags unfurled and anti Pakistan slogans raised at Jawaharlal Nehru University,30 Nov 2020 8:31 AM GMT,30-Nov-20
https://www.boomlive.in/fake-news/pro-khalistan-slogans-from-cricket-world-cup-peddled-as-farmers-protest-10875,Photo shows Tejashwi Yadav marching for Gulnaz Khatun who was burnt alive in Bihar,29 Nov 2020 8:33 AM GMT,29-Nov-20
https://www.boomlive.in/fake-news/photo-showing-pele-crying-at-maradonas-grave-is-morphed-and-fake-10864,Video shows a scene from a crowded railway station in the outbreak of Coronavirus,28 Nov 2020 11:52 AM GMT,28-Nov-20
https://www.boomlive.in/fake-news/no-woman-in-farmers-protest-photo-is-not-shaheen-baghs-bilkis-dadi-10860,The man shown in the picture is one of the murderers of Gulnaz who was burned alive in Bihars Vaishali,28 Nov 2020 8:35 AM GMT,28-Nov-20
https://www.boomlive.in/fake-news/no-video-does-not-show-congress-leader-ahmed-patels-funeral-procession-10857,Photo shows Indian Army used video of Syrian blasts as LoC escalation,27 Nov 2020 5:04 PM GMT,27-Nov-20
https://www.boomlive.in/fake-news/2019-video-from-argentina-viral-as-footballer-maradonas-funeral-10848,EVM machines were stolen during the Bihar assembly elections which caused a discrepancy in the vote count.,27 Nov 2020 12:55 PM GMT,27-Nov-20
https://www.boomlive.in/fake-news/prasar-bharati-dd-news-share-2017-video-of-marina-beach-as-recent-10841,"Joe Biden has appointed Ahmed Khan, an Indian, as an advisor",27 Nov 2020 11:02 AM GMT,27-Nov-20
https://www.boomlive.in/fake-news/cgi-clip-of-a-tornado-shared-as-cyclone-nivar-making-landfall-10837,Rohit Sharmas photo was shown on the Burj Khalifa after Mumbai Indians won the IPL.,27 Nov 2020 8:13 AM GMT,27-Nov-20
https://www.boomlive.in/fake-news/old-images-of-water-cannon-used-on-protesting-farmers-shared-as-recent-10836,COVID-19 vaccine will alter the human DNA and has microchips for collecting biometric data of patients,26 Nov 2020 6:23 PM GMT,26-Nov-20
https://www.boomlive.in/fake-news/fake-tweet-alert-donald-trump-did-not-mistake-maradona-for-madonna-10829,Video shows BJP Voting officer influencing voters in Bihar,26 Nov 2020 1:50 PM GMT,26-Nov-20
https://www.boomlive.in/fake-news/image-from-accident-in-ukraine-shared-as-west-bengal-10821,Clip shows Arvind Kejriwal alleging secret deal between Amit Shah and Akbaruddin Owaisi for 2020 Bihar election,26 Nov 2020 10:57 AM GMT,26-Nov-20
https://www.boomlive.in/fake-news/fake-graphic-claims-sambit-patras-daughter-eloped-with-a-muslim-man-10819,"Video shows the funeral of Abdoullakh Anzorov, Samuel Patys killer, in Chechnya.",26 Nov 2020 10:10 AM GMT,26-Nov-20
https://www.boomlive.in/fake-news/no-joe-biden-is-not-kneeling-before-george-floyds-daughter-in-this-pic-10817,Sweets being dumped in RJD office Patna,26 Nov 2020 9:53 AM GMT,26-Nov-20
https://www.boomlive.in/fake-news/video-of-cops-rounding-up-people-without-mask-in-mp-viral-as-delhi-10804,Tejashwi Yadav had been awarded youngest politician at the age of 30.,25 Nov 2020 3:17 PM GMT,25-Nov-20
https://www.boomlive.in/fake-news/graphic-claiming-mha-has-asked-schools-to-be-shut-till-year-end-is-fake-10796,Manmohan Singh has been invited as the chief guest to Bidens inauguration,25 Nov 2020 12:50 PM GMT,25-Nov-20
https://www.boomlive.in/fake-news/video-of-flying-hoarding-injuring-bikers-in-pak-viral-as-cyclone-nivar-10794,Recep Erdogan refused to shake Emmanuel Macrons hand.,25 Nov 2020 11:40 AM GMT,25-Nov-20
https://www.boomlive.in/fake-news/1938-video-of-bks-iyengar-viral-as-pm-modi-doing-yoga-10792,Video Showing police action against Muslims in France,25 Nov 2020 8:48 AM GMT,25-Nov-20
https://www.boomlive.in/fake-news/15-year-old-spoof-video-revived-as-terrorist-commercial-by-volkswagen-10782,PM Modi writes a letter to BJP President JP Nadda endorsing JP Nadda as New Bihar CM,24 Nov 2020 1:21 PM GMT,24-Nov-20
https://www.boomlive.in/fake-news/old-video-from-chhattisgarh-falsely-linked-to-adanis-coal-operations-in-goa-10780,9 BSF personnel killed in a bus accident,24 Nov 2020 12:57 PM GMT,24-Nov-20
https://www.boomlive.in/fake-news/no-this-video-does-not-show-rajputs-defying-a-fire-cracker-ban-during-diwali-10778,Election officials in the USA casting fake votes against Donald Trump,24 Nov 2020 11:42 AM GMT,24-Nov-20
https://www.boomlive.in/fake-news/fake-tweet-screenshot-claims-bjp-aimim-alliance-for-west-bengal-polls-10776,Denmark has revoked the voting rights of Muslims.,24 Nov 2020 7:56 AM GMT,24-Nov-20
https://www.boomlive.in/fake-news/2019-photo-falsely-shared-as-ashok-gehlot-bursting-crackers-on-diwali-10759,"Clip shows voter fraud happening with mail-in ballots in LA County, California",23 Nov 2020 8:43 AM GMT,23-Nov-20
https://www.boomlive.in/fake-news/2016-video-viral-as-diwali-celebrations-by-the-indian-navy-10746,Clip shows people shouting Pakistan Zindabad while they welcome MP Badruddin Ajmal,21 Nov 2020 11:47 AM GMT,21-Nov-20
https://www.boomlive.in/fake-news/social-media-celebrates-airstrike-in-pok-indian-army-refutes-claim-10742,A Pornhub notification popped up on the CNN Magic Wall during its US election coverage.,20 Nov 2020 3:14 PM GMT,20-Nov-20
https://www.boomlive.in/fake-news/2014-video-shared-as-hindu-chants-recited-at-white-house-for-joe-biden-10735,A temple priest in Gujarat attacked for molesting a girl,20 Nov 2020 12:21 PM GMT,20-Nov-20
https://www.boomlive.in/fake-news/image-of-amit-shah-dining-with-mamata-banerjee-revived-with-false-claims-10729,Muslims block road and offer prayers on street in France,20 Nov 2020 5:14 AM GMT,20-Nov-20
https://www.boomlive.in/fake-news/india-today-aaj-tak-tweet-edited-video-of-indonesian-kid-dancing-10727,Kashmir removed from unresolved dispute list of UN recently,19 Nov 2020 1:31 PM GMT,19-Nov-20
https://www.boomlive.in/fake-news/no-this-video-does-not-show-yogi-adityanath-bursting-firecrackers-on-diwali-10723,Post shows Sachin Tendulkars statement about Prophet Mohammed,19 Nov 2020 11:37 AM GMT,19-Nov-20
https://www.boomlive.in/fake-news/no-this-is-not-a-polling-officer-alleging-rigging-during-bihar-elections-10714,Recent video from France shows Muslims being harassed while praying on the street,19 Nov 2020 8:34 AM GMT,19-Nov-20
https://www.boomlive.in/fake-news/pak-handles-share-2010-photo-linking-it-to-recent-loc-strike-10708,Photo shows Arnab Goswami brutally beaten up by police after his arrest,18 Nov 2020 11:52 AM GMT,18-Nov-20
https://www.boomlive.in/fake-news/indian-army-refutes-reports-of-microwave-weapons-used-by-china-at-border-10703,Discussion about Quran in French Parliament.. Quran: Root of all evil..License to kill !,18 Nov 2020 10:37 AM GMT,18-Nov-20
https://www.boomlive.in/fake-news/disturbing-video-of-woman-burnt-in-karnataka-peddled-as-up-10700,Kuwait Put All France Products In Garbage,18 Nov 2020 8:17 AM GMT,18-Nov-20
https://www.boomlive.in/fake-news/old-video-of-anti-pak-slogans-during-ganpati-visarjan-passed-off-as-jnu-10698,Members of the Telangana Rashtra Samithi distribute money ahead of Dubbaka bypolls,18 Nov 2020 6:51 AM GMT,18-Nov-20
https://www.boomlive.in/fake-news/2018-photo-falsely-shared-as-tejashwi-yadav-marching-for-gulnaz-khatun-10696,Former Indian Cricketer Kapil Dev has passed away,18 Nov 2020 6:25 AM GMT,18-Nov-20
https://www.boomlive.in/fake-news/old-video-revived-as-crowded-railway-station-during-covid-19-10695,Video claims vote cast for Bahujan Samaj Party is going to Bharatiya Janata Party in Bihar election,18 Nov 2020 5:30 AM GMT,18-Nov-20
https://www.boomlive.in/fake-news/no-this-is-not-one-of-the-accused-in-bihars-gulnaz-khatun-case-10694,Photo shows construction of Ram Temple in Ayodhya,18 Nov 2020 5:00 AM GMT,18-Nov-20
https://www.boomlive.in/fake-news/pak-handles-use-fake-image-to-discredit-indian-armys-strike-across-loc-10687,Charlie Hebdo publishes cartoon on Shaheen Bagh,17 Nov 2020 12:17 PM GMT,17-Nov-20
https://www.boomlive.in/fake-news/video-from-romania-viral-as-muslims-arrested-in-france-for-spitting-in-train-10674,Video shows Muslim woman attacked in France,16 Nov 2020 12:04 PM GMT,16-Nov-20
https://www.boomlive.in/fake-news/photos-from-2019-maharashtra-polls-shared-as-evms-stolen-in-bihar-10673,The boycott of French products and companies is having a crippling effect,16 Nov 2020 11:32 AM GMT,16-Nov-20
https://www.boomlive.in/fake-news/posts-claiming-indian-ahmed-khan-appointed-advisor-to-biden-are-false-10662,Video shows Saudi Arabia boycotting French products by throwing them in the desert,14 Nov 2020 8:16 AM GMT,14-Nov-20
https://www.boomlive.in/fake-news/rohit-sharmas-image-was-not-displayed-on-burj-khalifa-after-mis-ipl-win-10653,"Rana Ayyub said, You can not hate all Muslims for just two beheadings.",13 Nov 2020 1:59 PM GMT,13-Nov-20
https://www.boomlive.in/fake-news/covid-19-vaccine-to-alter-dna-5-false-claims-by-christiane-northrup-10651,Video shows two men attacking a Muslim in France,13 Nov 2020 1:41 PM GMT,13-Nov-20
https://www.boomlive.in/fake-news/2019-video-of-booth-capture-in-haryana-shared-as-bihar-10644,Video shows attacker in Nice church attack arrested by police,13 Nov 2020 10:04 AM GMT,13-Nov-20
https://www.boomlive.in/fake-news/2016-clip-of-kejriwal-alleging-owaisi-shah-secret-deal-for-bihar-polls-revived-10643,Vidoes show Muslims is France being attacked with police storming mosques.,13 Nov 2020 8:58 AM GMT,13-Nov-20
https://www.boomlive.in/fake-news/no-this-is-not-the-funeral-of-samuel-patys-killer-abdoullakh-anzorov-10640,Video shows French police attacked Muslims praying on the streets of Yüksekova,12 Nov 2020 2:15 PM GMT,12-Nov-20
https://www.boomlive.in/fake-news/no-these-pics-dont-show-sweets-being-dumped-by-rjds-patna-office-10626,Image shows stray dogs refusing to leave homeless mans body in Gujarat.,12 Nov 2020 11:06 AM GMT,12-Nov-20
https://www.boomlive.in/fake-news/no-these-pics-dont-show-tejashwi-yadav-receiving-a-youngest-politician-award-10616,"Video shows Pakistani MPs chanting Modi, Modi.",11 Nov 2020 10:12 AM GMT,11-Nov-20
https://www.boomlive.in/fake-news/claims-of-manmohan-singh-being-invited-for-biden-inauguration-are-false-10613,Photo shows Uttar Pradesh CM Yogi Adityanath misbehaving with a woman,11 Nov 2020 7:39 AM GMT,11-Nov-20
https://www.boomlive.in/fake-news/did-recep-erdogan-refuse-to-shake-emmanuel-macrons-hand-a-fact-check-10609,Recent video shows French Embassy burnt by Muslims in Sudan,10 Nov 2020 1:45 PM GMT,10-Nov-20
https://www.boomlive.in/fake-news/video-of-protests-in-spain-over-covid-19-restrictions-peddled-as-france-10607,Video claims Police lathi-charge devotees during Durga Idol immersion in West Bengal,10 Nov 2020 11:38 AM GMT,10-Nov-20
https://www.boomlive.in/fake-news/fake-letter-claims-pm-modi-endorses-giriraj-singh-as-next-bihar-cm-10602,Video shows Muslims gathering in France after the beheading of a teacher who showed controversial cartoons about Prophet Mohammed.,10 Nov 2020 7:54 AM GMT,10-Nov-20
https://www.boomlive.in/fake-news/images-of-bus-accident-involving-bsf-personnel-viral-with-fake-claims-10578,Paul Pogba has quit the French National team in protest of Emmanuel Macrons comment that Islam is the source of international terrorism.,8 Nov 2020 3:11 PM GMT,8-Nov-20
https://www.boomlive.in/fake-news/2018-video-from-russia-viral-as-stuffing-of-ballots-in-us-elections-10575,Video shows French President Emmanuel Macron got egged publicly after Paris teacher killed,8 Nov 2020 2:08 PM GMT,8-Nov-20
https://www.boomlive.in/fake-news/no-denmark-has-not-passed-a-law-banning-muslims-from-voting-10563,Man attacks a woman brutally inside the elevator at a Delhi Metro station,7 Nov 2020 3:39 PM GMT,7-Nov-20
https://www.boomlive.in/fake-news/video-of-collection-of-mail-in-ballots-viral-as-voter-fraud-in-california-10549,Panel of doctors say coronavirus is not a pandemic and people should not wear masks as well that coronavirus is a normal flu,7 Nov 2020 9:39 AM GMT,7-Nov-20
https://www.boomlive.in/fake-news/himanta-biswa-sarma-news18-times-now-falsely-claim-pakistan-zindabad-slogans-raised-in-assam-10540,Recent clip shows French citizens protesting against muslims taking over sidewalks and road space for Namaz,6 Nov 2020 1:59 PM GMT,6-Nov-20
https://www.boomlive.in/fake-news/no-a-pornhub-notification-did-not-pop-up-during-cnns-election-coverage-10539,The Wire called Durga puja racist and the goddess Durga a sex worker..,6 Nov 2020 1:48 PM GMT,6-Nov-20
https://www.boomlive.in/fake-news/video-of-cricket-bat-assault-on-temple-priest-in-haryana-viral-as-gujarat-10538,Pictures claim that huge crowd of people turned up at PM Modis rally in Bihar.,6 Nov 2020 1:12 PM GMT,6-Nov-20
https://www.boomlive.in/fake-news/2017-video-of-french-muslims-praying-on-street-shared-as-recent-10523,"Photographs show the aftermath of civil war in Karachi, Pakistan.",5 Nov 2020 12:53 PM GMT,5-Nov-20
https://www.boomlive.in/fake-news/has-the-un-removed-kashmir-from-unresolved-disputes-list-a-factcheck-10522,Myntra advertisement features Lord Krishna ordering sari for Draupadi during her vastraharan episode,5 Nov 2020 12:46 PM GMT,5-Nov-20
https://www.boomlive.in/fake-news/no-sachin-tendulkar-did-not-say-this-about-prophet-mohammed-10520,Image shows a protest against Narendra Modi in Bihar.,5 Nov 2020 12:41 PM GMT,5-Nov-20
https://www.boomlive.in/fake-news/2017-protest-clip-viral-claiming-muslims-in-france-stopped-from-praying-10510,Video claims mock funeral procession of Madhya Pradesh chief minister Shivraj Singh  Chouhan was taken out in the state.,5 Nov 2020 9:19 AM GMT,5-Nov-20
https://www.boomlive.in/fake-news/photo-of-arnab-goswami-tortured-by-mumbai-police-not-really-10506,Image shows French teacher Samuel Paty welcoming refugees in France,4 Nov 2020 4:15 PM GMT,4-Nov-20
https://www.boomlive.in/fake-news/no-this-video-does-not-show-a-discussion-on-quran-in-frances-parliament-10494,Photo from Yogi Adityanaths recent rally in Bihar,4 Nov 2020 9:24 AM GMT,4-Nov-20
https://www.boomlive.in/fake-news/no-this-video-does-not-show-kuwaitis-boycotting-french-products-10485,Photo shows freedom fighter Bhagat Singh being flogged by British police,3 Nov 2020 12:46 PM GMT,3-Nov-20
https://www.boomlive.in/fake-news/dubbaka-bypolls-old-video-of-trs-workers-distributing-money-revived-10481,Iranians stood on the top of the mountain and watched the war between Azerbaijan and Armenia,3 Nov 2020 10:18 AM GMT,3-Nov-20
https://www.boomlive.in/fake-news/death-hoax-social-media-posts-falsely-claim-kapil-dev-has-passed-away-10479,Photo shows Nigerians holding Justice For SSR posters,3 Nov 2020 8:21 AM GMT,3-Nov-20
https://www.boomlive.in/fake-news/2019-video-viral-with-false-claims-of-evm-being-rigged-in-bihar-polls-10462,Photo shows alcohol bottles from Bihar to be distributed before assembly elections,1 Nov 2020 3:11 PM GMT,1-Nov-20
https://www.boomlive.in/fake-news/viral-image-does-not-show-under-construction-ram-temple-in-ayodhya-10459,Photo shows Indian flag raised in Karachi during Pakistani opposition protests,1 Nov 2020 12:28 PM GMT,1-Nov-20
https://www.boomlive.in/fake-news/viral-charlie-hebdo-cartoon-on-shaheen-bagh-protestors-is-fake-10456,"Bill Gates opinion for India is that the country can never develop because the people in India have blind faith in temple, mosques, churches...",1 Nov 2020 10:16 AM GMT,1-Nov-20
https://www.boomlive.in/fake-news/video-from-tatarstan-viral-as-muslim-woman-attacked-in-france-10452,Advice And Dissent by YV Reddy praises the Narendra Modi government and criticises the Congress,31 Oct 2020 4:16 PM GMT,31-Oct-20
https://www.boomlive.in/fake-news/fake-post-claims-call-to-boycott-french-products-caused-economic-crisis-10450,Muslim Congress leaders partying at a farm house during Hyderabad floods,31 Oct 2020 3:56 PM GMT,31-Oct-20
https://www.boomlive.in/fake-news/no-this-video-does-not-show-saudi-government-disposing-french-products-10445,NCP leader Sanjay Shinde who died in a car accident was named as an accused in the Palghar lynching case,31 Oct 2020 2:15 PM GMT,31-Oct-20
https://www.boomlive.in/fake-news/edited-screenshot-falsely-claims-rana-ayyub-condoned-france-attacks-10439,Stones pelted at Nitish Kumars cavalcade in Bihar,31 Oct 2020 9:25 AM GMT,31-Oct-20
https://www.boomlive.in/fake-news/cctv-clip-from-brazil-falsely-shared-as-muslim-man-attacked-in-france-10427,Shahi Imam of Delhis Jama Masjid issues fatwa against Tanishq for their interfaith advertisement.,30 Oct 2020 12:38 PM GMT,30-Oct-20
https://www.boomlive.in/fake-news/no-this-video-is-not-related-to-the-nice-church-attack-10426,Twitter account of NEET topper Akanksha Singh tweeted asking why only Soyebs name has been covered in the media,30 Oct 2020 12:10 PM GMT,30-Oct-20
https://www.boomlive.in/fake-news/unrelated-videos-falsely-shared-as-french-police-crackdown-on-muslims-10416,BJP leader greeted with garland of shoes in Bihar,29 Oct 2020 2:45 PM GMT,29-Oct-20
https://www.boomlive.in/fake-news/2012-video-of-turkish-police-dispersing-protesters-falsely-shared-as-france-10410,"Image shows BJP leaders met Dilip Ghosh, who has tested positive for Coronavirus, without wearing masks.",29 Oct 2020 12:28 PM GMT,29-Oct-20
https://www.boomlive.in/fake-news/image-of-yemeni-homeless-man-falsely-shared-as-from-gujarat-10408,Video shows public service announcement from 1956 predicting the 2020 COVID-19 pandemic.,29 Oct 2020 11:33 AM GMT,29-Oct-20
https://www.boomlive.in/fake-news/did-pak-mps-chant-modi-modi-in-parliament-no-theyre-chanting-voting-10406,Video shows Hindu woman breaking her Muslim husbands shop over not revealing that he was already married,29 Oct 2020 11:02 AM GMT,29-Oct-20
https://www.boomlive.in/fake-news/images-from-adult-comedy-falsely-linked-to-yogi-adityanath-10397,Photo shows development of flyover in Muzaffarpur,28 Oct 2020 2:30 PM GMT,28-Oct-20
https://www.boomlive.in/fake-news/2012-embassy-attacks-in-sudan-falsely-shared-as-attack-on-french-embassy-10392,"Video shows Muslims threatened to cut off a village road in Tehri, Uttarakhand.",28 Oct 2020 12:52 PM GMT,28-Oct-20
https://www.boomlive.in/fake-news/police-brutality-during-idol-immersion-in-munger-shared-as-west-bengal-10389,A photo shows Rahul and Priyanka Gandhi smiling ahead of a meeting with the family of the Hathras gangrape victim.,28 Oct 2020 10:44 AM GMT,28-Oct-20
https://www.boomlive.in/fake-news/paris-beheading-old-video-from-yemen-viral-with-false-claims-10376,Rahul Gandhi called himself Indias biggest fool in a speech.,27 Oct 2020 12:58 PM GMT,27-Oct-20
https://www.boomlive.in/fake-news/no-pogba-has-not-quit-the-french-national-team-over-macrons-remarks-10373,Video shows a clip under Shivraj Singh Chauhan government Madhya Pradesh Police fired on farmers,27 Oct 2020 11:32 AM GMT,27-Oct-20
https://www.boomlive.in/fake-news/2017-video-of-emmanuel-macron-getting-egged-revived-with-false-claim-10372,Photo shows Hathras Naxal Bhabhi with Bhim Army chief Chandrashekhar Azad Ravan.,27 Oct 2020 9:56 AM GMT,27-Oct-20
https://www.boomlive.in/fake-news/delhi-youth-congress-peddles-old-assault-video-from-kuala-lumpur-as-delhi-10369,"The image shows Mexican politician said, You are ashamed to see me naked, but you are not ashamed to see your people in the streets naked, barefooted, desparate, jobless and hungry after you have stolen all their money and wealth",27 Oct 2020 8:30 AM GMT,27-Oct-20
https://www.boomlive.in/fake-news/world-doctors-alliance-video-repeats-debunked-covid-19-conspiracies-10361,Rahul Gandhi is ranked 7th in the worlds most educated leader on the Forbes list,27 Oct 2020 3:39 AM GMT,27-Oct-20
https://www.boomlive.in/fake-news/2017-protest-clip-revived-after-french-teachers-beheading-in-paris-10356,Video shows shootout on Saudi Arabia Colonel who was involved in the killing of journalist Jamal Khashoggi,26 Oct 2020 10:33 AM GMT,26-Oct-20
https://www.boomlive.in/fake-news/cropped-screenshot-of-the-wire-article-on-durga-puja-is-misleading-10354,Photo shows the woman in the Goa Congress Press conference is the naxalite woman who claimed to be the Hathras victims sister-in-law,26 Oct 2020 6:59 AM GMT,26-Oct-20
https://www.boomlive.in/fake-news/bihar-polls-2019-pic-of-crowd-at-modis-patna-rally-shared-as-recent-10351,पुलिस लाठी चार्ज करती नही सरकार करबाती हैं,25 Oct 2020 3:12 PM GMT,25-Oct-20
https://www.boomlive.in/fake-news/set-of-old-images-revived-with-civil-war-in-karachi-claims-10349,Video shows a grief-stricken rickshaw puller whose rickshaw has been carried away by administration.,25 Oct 2020 1:28 PM GMT,25-Oct-20
https://www.boomlive.in/fake-news/uninstallmyntra-trends-over-old-graphic-not-made-by-company-10347,Picture shows actors Swara Bhasker and Zeeshan Ayyub Khan holding a poster with anti-Mamata Banerjee slogan written over it,25 Oct 2020 10:48 AM GMT,25-Oct-20
https://www.boomlive.in/fake-news/'go-back-modi'-photo-from-west-bengal-shared-as-bihar,Priyanka Gandhi hugged a naxalite woman who claimed to be the Hathras victims sister-in-law,24 Oct 2020 1:43 PM GMT,24-Oct-20
https://www.boomlive.in/fake-news/2018-mock-funeral-clip-of-shivraj-singh-chouhan-viral-ahead-of-bypolls-10327,Video shows a father puts his turban on his daughters feet begging her not to marry a Muslim,23 Oct 2020 1:24 PM GMT,23-Oct-20
https://www.boomlive.in/fake-news/no-this-image-is-not-of-the-teacher-who-was-beheaded-in-paris-10322,Picture shows a lady with a placard insinuating that Hindus and Muslims can never live in peace,23 Oct 2020 9:25 AM GMT,23-Oct-20
https://www.boomlive.in/fake-news/bihar-polls-old-photo-falsely-shared-as-crowd-at-yogi-adityanaths-rally-10321,Footage shows Armenia shoot down Azerbaijani MIG25,23 Oct 2020 8:03 AM GMT,23-Oct-20
https://www.boomlive.in/fake-news/indian-media-trolled-for-false-claims-of-civil-war-in-pakistan-10317,Former UP Chief Minister Mulayam Singh Yadav is dead,23 Oct 2020 7:09 AM GMT,23-Oct-20
https://www.boomlive.in/health/bjp-promises-free-covid-19-vaccine-in-poll-bound-bihar-what-we-know-10316,"Daughter of former CM of Madhya Pradesh, Digvijay Singh, joined BJP",23 Oct 2020 3:30 AM GMT,23-Oct-20
https://www.boomlive.in/fake-news/unrelated-picture-of-man-being-flogged-misidentified-as-bhagat-singh-10312,"Photo shows farmers from Puntor Village, West Bengal extending their gratitude towards Prime Minister Narendra Modi",22 Oct 2020 1:14 PM GMT,22-Oct-20
https://www.boomlive.in/fake-news/video-of-russian-artillery-show-shared-as-armenia-azerbaijan-conflict-10308,This image shows the interior of the Boeing 777 bought by the government for Prime Minister Narendra Modi.,22 Oct 2020 10:44 AM GMT,22-Oct-20
https://www.boomlive.in/fake-news/image-of-justice-for-sushant-placards-in-nigeria-is-fake-10306,Video shows Phool Singh Baraiya beaten for his casteist and sexist comments,22 Oct 2020 9:31 AM GMT,22-Oct-20
https://www.boomlive.in/fake-news/no-this-photo-of-alcohol-bottles-is-not-linked-to-bihar-polls-10304,Video shows Hathras victims mother being beaten by Uttar Pradesh Police cop,22 Oct 2020 8:42 AM GMT,22-Oct-20
https://www.boomlive.in/fake-news/image-of-indian-flag-at-pakistan-opposition-rally-is-fake-10302,Photos show Hathras gangrape accused Congress leader,22 Oct 2020 4:42 AM GMT,22-Oct-20
